Code/Ref,License holder,Company_name_cl,Type of License,License_type_cl,Date of award,Award_date_cl,Expiry date,Expiry_date_cl,Commodity,Commodity_cl,Area  (Km2),Area_km2_cl,Location  (Region),License_location_cl,Coordinates of the license area
0023/2016,"Golden Brothers Unity 
Mining Co., Ltd","Golden Brothers Unity Mining Co., Ltd",Small scale,Small,2016-03-01,2016-03-01,2017-02-28,2017-02-28,Gold,Gold,20,20,Naung Taw,Naung Taw,SHML-680
0113/2014,"Nature Strength  Co., Ltd","Nature Strength Co., Ltd",Small scale,Small,2014-03-26,2014-03-26,2017-03-25,2017-03-25,Gold,Gold,12.5,12.5,Ole Bo Ka Tout,Ole Bo Ka Tout,SHML-573
0278/2014,"Haw Nan Htike Co., Ltd","Haw Nan Htike Co., Ltd",Small scale,Small,2014-11-26,2014-11-26,2016-11-25,2016-11-25,Gold,Gold,19.1,19.1,Naung Taw,Naung Taw,SHML-617
0209/2015,"Ngwe La Won Thar 
Mining Co., Ltd","Ngwe La Won Thar Mining Co., Ltd",Small scale,Small,2015-10-29,2015-10-29,2016-10-28,2016-10-28,Gold,Gold,15,15,Hell Phat,Hell Phat,SHML-662
0003/2016,"Ngwe La Won Thar 
Mining Co., Ltd","Ngwe La Won Thar Mining Co., Ltd",Small scale,Small,2016-01-06,2016-01-06,2017-01-05,2017-01-05,Gold,Gold,20,20,Htain gone,Htain gone,SHML-677
0207/2014,"Pyi Chit Thar Mining 
Co., Ltd","Pyi Chit Thar Mining Co., Ltd",Small scale,Small,2014-07-02,2014-07-02,2016-07-01,2016-07-01,Gold,Gold,20,20,Hell Phat,Hell Phat,SHML-580
0254/2014,"Gold Seven Star Co., Ltd","Gold Seven Star Co., Ltd",Small scale,Small,2014-10-01,2014-10-01,2016-09-30,2016-09-30,Gold,Gold,20,20,Hell Phat,Hell Phat,SHML-601
0275/2014,"Pyi Pyo San Mining 
Co., Ltd","Pyi Pyo San Mining Co., Ltd",Small scale,Small,2014-11-21,2014-11-21,2016-11-20,2016-11-20,Gold,Gold,20,20,Hta Man Thi,Hta Man Thi,SHML-590
0298/2014,"Shwe Toe Hlyan Co., Ltd","Shwe Toe Hlyan Co., Ltd",Small scale,Small,2014-12-24,2014-12-24,2016-12-23,2016-12-23,Gold,Gold,20,20,Laung Phaung,Laung Phaung,SHML-618
0287/2014,"Aung Shwe Sin Myat 
Co., Ltd","Aung Shwe Sin Myat Co., Ltd",Small scale,Small,2014-12-10,2014-12-10,2016-12-09,2016-12-09,Gold,Gold,20,20,Laung Phaung,Laung Phaung,SHML-612
0029/2016,"Aung Shwe Sin Myat 
Co., Ltd","Aung Shwe Sin Myat Co., Ltd",Small scale,Small,2016-03-09,2016-03-09,2017-03-08,2017-03-08,Gold,Gold,20,20,Laung Phaung,Laung Phaung,SHML-685
0060/2015,"San Pyae Thein Co., Ltd","San Pyae Thein Co., Ltd",Small scale,Small,2015-02-26,2015-02-26,2017-02-25,2017-02-25,Gold,Gold,20,20,Hta Man Thi,Hta Man Thi,SHML-627
0010/2016,"Professional Co., Ltd","Professional Co., Ltd",Small scale,Small,2016-01-27,2016-01-27,2017-01-26,2017-01-26,Gold,Gold,20,20,Htain gone,Htain gone,SHML-692
0064/2015,"Than Shwe Ye Aung 
Co., Ltd","Than Shwe Ye Aung Co., Ltd",Small scale,Small,2015-03-12,2015-03-12,2016-03-11,2016-03-11,Gold,Gold,20,20,Mine Kine,Mine Kine,SHML-632
0026/2016,"Than Shwe Ye Aung 
Co., Ltd","Than Shwe Ye Aung Co., Ltd",Small scale,Small,2016-03-01,2016-03-01,2017-02-28,2017-02-28,Gold,Gold,20,20,Mine Kine,Mine Kine,SHML-689
0027/2016,"Than Shwe Ye Aung 
Co., Ltd","Than Shwe Ye Aung Co., Ltd",Small scale,Small,2016-03-12,2016-03-12,2017-03-11,2017-03-11,Gold,Gold,20,20,Mine Kine,Mine Kine,SHML-690
0077/2015,"Pann Myat Satt Kyar Shin Co., Ltd","Pann Myat Satt Kyar Shin Co., Ltd",Small scale,Small,2016-03-18,2016-03-18,2017-03-17,2017-03-17,Gold,Gold,20,20,Shwe Twin,Shwe Twin,SHML-624
0099/2015,"Aung Pyae Pyae Phyo Co.,Ltd","Aung Pyae Pyae Phyo Co.,Ltd",Small scale,Small,2015-04-29,2015-04-29,2017-04-28,2017-04-28,Gold,Gold,16,16,Htain gone,Htain gone,SHML-646
0174/2015,"Aung Pyae Pyae Phyo Co.,Ltd","Aung Pyae Pyae Phyo Co.,Ltd",Small scale,Small,2015-08-19,2015-08-19,2016-08-18,2016-08-18,Gold,Gold,15.7,15.7,Htain gone,Htain gone,SHML-661
0107/2015,"Shwe Pwint Phu Aung San 
Co., Ltd","Shwe Pwint Phu Aung San Co., Ltd",Small scale,Small,2015-05-13,2015-05-13,2017-05-12,2017-05-12,Gold,Gold,13,13,Hell Phat,Hell Phat,SHML-638
0108/2015,"Myanmar Shwe Yazar 
Co., Ltd","Myanmar Shwe Yazar Co., Ltd",Small scale,Small,2015-05-13,2015-05-13,2017-05-12,2017-05-12,Gold,Gold,20,20,Hta Man Thi,Hta Man Thi,SHML-640
0094/2015,"Shwe Tatar Oo Co., Ltd","Shwe Tatar Oo Co., Ltd",Small scale,Small,2015-04-22,2015-04-22,2017-04-21,2017-04-21,Gold,Gold,20,20,Laung Phaung,Laung Phaung,SHML-647
0098/2015,"Yar Pyae OO 
Family Co., Ltd.","Yar Pyae OO Family Co., Ltd.",Small scale,Small,2015-04-29,2015-04-29,2016-04-28,2016-04-28,Gold,Gold,20,20,Kho Taung,Kho Taung,SHML-628
0156/2013,"Shwe Sin Moe Co., Ltd","Shwe Sin Moe Co., Ltd",Small scale,Small,2013-09-11,2013-09-11,2016-09-10,2016-09-10,Gold,Gold,20,20,Mine Kine,Mine Kine,SHML-386
0207/2015,"Shwe Sin Moe Co., Ltd","Shwe Sin Moe Co., Ltd",Small scale,Small,2015-10-29,2015-10-29,2016-10-28,2016-10-28,Gold,Gold,20,20,Mine Kine,Mine Kine,SHML-383
0019/2016,"Shwe Sin Moe Co., Ltd","Shwe Sin Moe Co., Ltd",Small scale,Small,2016-03-01,2016-03-01,2017-02-28,2017-02-28,Gold,Gold,20,20,Mine Kine,Mine Kine,SHML-681
0115/2015,"Kyi Lin Thant Family 
Mining Co.,Ltd","Kyi Lin Thant Family Mining Co.,Ltd",Small scale,Small,2015-05-27,2015-05-27,2016-05-26,2016-05-26,Gold,Gold,20,20,Hta Man Thi,Hta Man Thi,SHML-626
0130/2015,"Khant Soe Kyaw Co., Ltd","Khant Soe Kyaw Co., Ltd",Small scale,Small,2014-06-17,2014-06-17,2016-06-16,2016-06-16,Gold,Gold,15,15,Naung Taw,Naung Taw,SHML-657
0147/2015,"Shwe Myint Mo Taung Co., Ltd","Shwe Myint Mo Taung Co., Ltd",Small scale,Small,2015-07-15,2015-07-15,2016-07-14,2016-07-14,Gold,Gold,20,20,Kyune gone,Kyune gone,SHML-650
0149/2015,"Shwe Sat Paing Co., Ltd","Shwe Sat Paing Co., Ltd",Small scale,Small,2015-07-15,2015-07-15,2016-07-14,2016-07-14,Gold,Gold,20,20,Naunt Chaw,Naunt Chaw,SHML-654
0220/2015,"Shwe Sat Paing Co., Ltd","Shwe Sat Paing Co., Ltd",Small scale,Small,2015-12-02,2015-12-02,2016-12-01,2016-12-01,Gold,Gold,20,20,Laung Phaung,Laung Phaung,SHML-672
0243/2015,"Shwe Sat Paing Co., Ltd","Shwe Sat Paing Co., Ltd",Small scale,Small,2015-12-17,2015-12-17,2016-12-16,2016-12-16,Gold,Gold,19.5,19.5,Htain gone,Htain gone,SHML-676
0116/2015,"Shwe Yazar Min 
Groups Co., Ltd","Shwe Yazar Min Groups Co., Ltd",Small scale,Small,2015-05-27,2015-05-27,2017-05-26,2017-05-26,Gold,Gold,16.5,16.5,Laung Phaung,Laung Phaung,SHML-649
0138/2015,"Htut Khaung Kyaw 
Mining Co., Ltd","Htut Khaung Kyaw Mining Co., Ltd",Small scale,Small,2015-07-01,2015-07-01,2017-05-26,2017-05-26,Gold,Gold,20,20,Khoe Taung,Khoe Taung,SHML-622
0139/2015,"Htut Khaung Kyaw 
Mining Co., Ltd","Htut Khaung Kyaw Mining Co., Ltd",Small scale,Small,2015-07-01,2015-07-01,2016-06-30,2016-06-30,Gold,Gold,20,20,Khoe Taung,Khoe Taung,SHML-623
0127/2015,"Shwe Aye Yeik Co., Ltd","Shwe Aye Yeik Co., Ltd",Small scale,Small,2015-06-17,2015-06-17,2016-06-16,2016-06-16,Gold,Gold,20,20,Laung Phaung,Laung Phaung,SHML-639
0159/2015,"Hlyan Phone Aung 
Co., Ltd","Hlyan Phone Aung Co., Ltd",Small scale,Small,2015-07-29,2015-07-29,2016-07-28,2016-07-28,Gold,Gold,20,20,Htain gone,Htain gone,SHML-659
0144/2015,"Shwe San Aung 
Mining Co., Ltd","Shwe San Aung Mining Co., Ltd",Small scale,Small,2015-07-08,2015-07-08,2016-07-07,2016-07-07,Gold,Gold,20,20,Tinkyit  Naung Moe,Tinkyit  Naung Moe,SHML-652
0179/2015,"Shwe Lin Kyaw Co., Ltd","Shwe Lin Kyaw Co., Ltd",Small scale,Small,2015-09-09,2015-09-09,2016-09-08,2016-09-08,Gold,Gold,18,18,Mine Kine,Mine Kine,SHML-664
0190/2015,"Shwe Myaing Yadanar 
Antimony Ore Mining 
Co., Ltd","Shwe Myaing Yadanar Antimony Ore Mining Co., Ltd",Small scale,Small,2015-09-30,2015-09-30,2016-09-29,2016-09-29,Gold,Gold,17,17,Khoe Taung,Khoe Taung,SHML-658
0196/2015,"Pyi Lin Aung Co., Ltd","Pyi Lin Aung Co., Ltd",Small scale,Small,2015-10-14,2015-10-14,2016-10-13,2016-10-13,Gold,Gold,20,20,Yet Pha,Yet Pha,SHML-665
0208/2015,"Khine Soe Lin Co., Ltd","Khine Soe Lin Co., Ltd",Small scale,Small,2015-10-29,2015-10-29,2016-10-28,2016-10-28,Gold,Gold,20,20,Kyune gone,Kyune gone,SHML-669
0206/2015,"Madalar Seinn Gems & 
Jewellery Co., Ltd","Madalar Seinn Gems & Jewellery Co., Ltd",Small scale,Small,2015-10-29,2015-10-29,2016-10-28,2016-10-28,Gold,Gold,16,16,Naung Taw,Naung Taw,SHML-656
0198/2015,"Shwe Sin That Co., Ltd","Shwe Sin That Co., Ltd",Small scale,Small,2015-10-20,2015-10-20,2016-10-19,2016-10-19,Gold,Gold,20,20,Mar Lone,Mar Lone,SHML-663
0211/2015,"Aung Chan Pyae 
(SDW) Co., Ltd","Aung Chan Pyae (SDW) Co., Ltd",Small scale,Small,2015-11-04,2015-11-04,2016-11-03,2016-11-03,Gold,Gold,20,20,Yet Pha,Yet Pha,SHML-666
0210/2015,"Aung Chan Pyae 
(SDW) Co., Ltd","Aung Chan Pyae (SDW) Co., Ltd",Small scale,Small,2015-11-04,2015-11-04,2016-11-03,2016-11-03,Gold,Gold,20,20,Naung Yinn,Naung Yinn,SHML-667
0214/2015,"Aung Sit Thein Shwe 
Co., Ltd","Aung Sit Thein Shwe Co., Ltd",Small scale,Small,2015-11-11,2015-11-11,2016-11-10,2016-11-10,Gold,Gold,19,19,Hell Phat,Hell Phat,SHML-670
0224/2015,"Kyaw Htet Naing Co., Ltd","Kyaw Htet Naing Co., Ltd",Small scale,Small,2015-12-02,2015-12-02,2016-12-01,2016-12-01,Gold,Gold,20,20,Naung Kham,Naung Kham,SHML-675
0245/2015,"Shwe Pyi Kyal Takhon 
Co., Ltd ","Shwe Pyi Kyal Takhon Co., Ltd",Small scale,Small,2015-12-23,2015-12-23,2016-12-22,2016-12-22,Gold,Gold,17,17,Bo Gone,Bo Gone,SHML-671
0009/2016,"Hmu Myat Shin Co., Ltd","Hmu Myat Shin Co., Ltd",Small scale,Small,2016-01-20,2016-01-20,2017-01-19,2017-01-19,Gold,Gold,20,20,Laung Phaung,Laung Phaung,SHML-678
0007/2016,"Shwe Ting Htar Nay Co.,:Ltd","Shwe Ting Htar Nay Co.,:Ltd",Small scale,Small,2016-01-13,2016-01-13,2017-01-12,2017-01-12,Gold,Gold,20,20,Naung Taw,Naung Taw,SHML-668
0137/2015,"Shwe Taw Ya Co.,Ltd","Shwe Taw Ya Co.,Ltd",Small scale,Small,2015-07-01,2015-07-01,2016-06-30,2016-06-30,Gold,Gold,20,20,Sae Ti Sate,Sae Ti Sate,SHML-629
0014/2016,"Si Shwe Toe Co.,Ltd","Si Shwe Toe Co.,Ltd",Small scale,Small,2016-02-17,2016-02-17,2017-02-16,2017-02-16,Gold,Gold,20,20,Laung Phaung,Laung Phaung,SHML-682
0013/2016,"Bo Myint Min Zaw Co.,Ltd","Bo Myint Min Zaw Co.,Ltd",Small scale,Small,2016-02-10,2016-02-10,2017-02-09,2017-02-09,Gold,Gold,20,20,Laung Phaung,Laung Phaung,SHML-679
0015/2016,"Shwe War Win Aung 
Co., Ltd","Shwe War Win Aung Co., Ltd",Small scale,Small,2016-03-24,2016-03-24,2017-03-23,2017-03-23,Gold,Gold,20,20,Tar Mel Poat,Tar Mel Poat,SHML-694
0016/2016,"Aung Kein Co.,Ltd","Aung Kein Co.,Ltd",Small scale,Small,2016-02-24,2016-02-24,2017-02-23,2017-02-23,Gold,Gold,20,20,Hell Phat,Hell Phat,SHML-695
0028/2016,"Moe Hein San Co., Ltd","Moe Hein San Co., Ltd",Small scale,Small,2016-03-09,2016-03-09,2017-03-08,2017-03-08,Gold,Gold,13,13,Hell Phat,Hell Phat,SHML-693
0017/2016,"Pi Naung Tai Co., Ltd","Pi Naung Tai Co., Ltd",Small scale,Small,2016-03-01,2016-03-01,2017-02-28,2017-02-28,Gold,Gold,20,20,Laung Phaung,Laung Phaung,SHML-563A
0049/2016,"Shinn Thant Aung Myin 
Mining Co., Ltd","Shinn Thant Aung Myin Mining Co., Ltd",Small scale,Small,2016-03-16,2016-03-16,2017-03-15,2017-03-15,Gold,Gold,20,20,Hell Phat,Hell Phat,SHML-688
0020/2016,"Shwe Aye Yeik Co., Ltd","Shwe Aye Yeik Co., Ltd",Small scale,Small,2016-03-01,2016-03-01,2017-02-28,2017-02-28,Gold,Gold,20,20,Laung Phaung,Laung Phaung,SHML-684
0030/2016,"Sein Mya Lwin 
Mining Co., Ltd","Sein Mya Lwin Mining Co., Ltd",Small scale,Small,2016-03-09,2016-03-09,2017-03-08,2017-03-08,Gold,Gold,20,20,Mine Kine,Mine Kine,SHML-683
0073/2016,"Yadanar Kyi Mar Aung 
Mining Co.,Ltd","Yadanar Kyi Mar Aung Mining Co.,Ltd",Small scale,Small,2016-03-24,2016-03-24,2017-03-23,2017-03-23,Gold,Gold,20,20,Shwe Twin,Shwe Twin,SHML-697
0053/2016,"Treasure of Truth Co., Ltd","Treasure of Truth Co., Ltd",Small scale,Small,2016-03-24,2016-03-24,2017-03-23,2017-03-23,Gold,Gold,20,20,Tone Hell,Tone Hell,SHML-686
0052/2016,"Marga Shwe Taung 
Co., Ltd","Marga Shwe Taung Co., Ltd",Small scale,Small,2016-03-24,2016-03-24,2017-03-23,2017-03-23,Gold,Gold,20,20,Hell Phat,Hell Phat,SHML-698
0055/2016,"Shwe Yaung Hlwan 
Shan Nee Co., Ltd","Shwe Yaung Hlwan Shan Nee Co., Ltd",Small scale,Small,2016-03-24,2016-03-24,2017-03-23,2017-03-23,Gold,Gold,14,14,Naung Phar Mu,Naung Phar Mu,SHML-696
0290/2009,"Aye Aye Khaing 
Mining Co., Ltd.","Aye Aye Khaing Mining Co., Ltd.",Small scale,Small,2009-12-01,2009-12-01,2016-11-30,2016-11-30,Gold,Gold,20,20,Mine Tone Tar,Mine Tone Tar,SPLB-37
0235/2014,"Cho Group Manufacturing 
Co., Ltd","Cho Group Manufacturing Co., Ltd",Small scale,Small,2014-08-27,2014-08-27,2016-08-26,2016-08-26,Gold,Gold,20,20,Man Gyi Pin,Man Gyi Pin,SPLB-56
0300/2014,"Kan Tar ya Seinn 
Mining Co., Ltd","Kan Tar ya Seinn Mining Co., Ltd",Small scale,Small,2014-12-24,2014-12-24,2016-12-23,2016-12-23,Gold,Gold,20,20,Man Gyi Pin,Man Gyi Pin,SPLB-57
0008/2015,"Awzar Shwe Pyae 
Mining Co., Ltd","Awzar Shwe Pyae Mining Co., Ltd",Small scale,Small,2015-01-07,2015-01-07,2017-01-06,2017-01-06,Gold,Gold,20,20,Maw Kwin,Maw Kwin,SPLB-61
0051/2014,"Shwe La Wyaing 
Manufacturing Co., Ltd","Shwe La Wyaing Manufacturing Co., Ltd",Small scale,Small,30/2/2014,2014-03-02,2016-12-29,2016-12-29,Gold,Gold,20,20,Igyi,Igyi,SKL-60
0131/2014,"Phyo Than Co., Ltd","Phyo Than Co., Ltd",Small scale,Small,2014-03-04,2014-03-04,2017-03-03,2017-03-03,Gold,Gold,15.67,15.67,Moe Nhan,Moe Nhan,SKL-61
